cod_op_red,type_day,dates,predict
ORD1,ORD,2020-01-13 2:00,787823.4333
ORD1,ORD,2020-01-13 3:00,797042.1998
ORD1,ORD,2020-01-13 4:00,852042.6
ORD1,ORD,2020-01-13 5:00,969218.2506
ORD1,ORD,2020-01-13 6:00,1045400.596
ORD1,ORD,2020-01-13 7:00,1120565.689
ORD1,ORD,2020-01-13 8:00,1183336.571
ORD1,ORD,2020-01-13 9:00,1228229.582
ORD1,ORD,2020-01-13 10:00,1291035.239
ORD1,ORD,2020-01-13 11:00,1325577.364
ORD1,ORD,2020-01-13 12:00,1313499.413
ORD1,ORD,2020-01-13 13:00,1300244.343
ORD1,ORD,2020-01-13 14:00,1302589.511
ORD1,ORD,2020-01-13 15:00,1294859.605
ORD1,ORD,2020-01-13 16:00,1268946.317
ORD1,ORD,2020-01-13 17:00,1249523.973
ORD1,ORD,2020-01-13 18:00,1322709.081
ORD1,ORD,2020-01-13 19:00,1362032.512
ORD1,ORD,2020-01-13 20:00,1260026.015
ORD1,ORD,2020-01-13 21:00,1146493.934
ORD1,ORD,2020-01-13 22:00,1023830.858
ORD1,ORD,2020-01-13 23:00,927052.8922
ORD1,ORD,2020-01-14 0:00,842734.9295
ORD1,ORD,2020-01-14 1:00,783106.8148
ORD1,ORD,2020-01-14 2:00,767341.5538
ORD1,ORD,2020-01-14 3:00,792426.9233
ORD1,ORD,2020-01-14 4:00,860778.6209
ORD1,ORD,2020-01-14 5:00,975040.3908
ORD1,ORD,2020-01-14 6:00,1051837.444
ORD1,ORD,2020-01-14 7:00,1130771.546
ORD1,ORD,2020-01-14 8:00,1190468.149
ORD1,ORD,2020-01-14 9:00,1234051.803
ORD1,ORD,2020-01-14 10:00,1298727.437
ORD1,ORD,2020-01-14 11:00,1330725.308
ORD1,ORD,2020-01-14 12:00,1310019.054
ORD1,ORD,2020-01-14 13:00,1294784.474
ORD1,ORD,2020-01-14 14:00,1298926.674
ORD1,ORD,2020-01-14 15:00,1287029.831
ORD1,ORD,2020-01-14 16:00,1267248.396
ORD1,ORD,2020-01-14 17:00,1249144.243
ORD1,ORD,2020-01-14 18:00,1358188.775
ORD1,ORD,2020-01-14 19:00,1340932.984
ORD1,ORD,2020-01-14 20:00,1265424.071
ORD1,ORD,2020-01-14 21:00,1147439.663
ORD1,ORD,2020-01-14 22:00,1024016.283
ORD1,ORD,2020-01-14 23:00,925031.426
ORD1,ORD,2020-01-15 0:00,841101.2572
ORD1,ORD,2020-01-15 1:00,805215.9823
ORD1,ORD,2020-01-15 2:00,793166.6571
ORD1,ORD,2020-01-15 3:00,800193.055
ORD1,ORD,2020-01-15 4:00,865946.1907
ORD1,ORD,2020-01-15 5:00,979757.9812
ORD1,ORD,2020-01-15 6:00,1056332.693
ORD1,ORD,2020-01-15 7:00,1125857.283
ORD1,ORD,2020-01-15 8:00,1184348.29
ORD1,ORD,2020-01-15 9:00,1230415.061
ORD1,ORD,2020-01-15 10:00,1293282.352
ORD1,ORD,2020-01-15 11:00,1325906.225
ORD1,ORD,2020-01-15 12:00,1313656.477
ORD1,ORD,2020-01-15 13:00,1302433.298
ORD1,ORD,2020-01-15 14:00,1305817.033
ORD1,ORD,2020-01-15 15:00,1301743.714
ORD1,ORD,2020-01-15 16:00,1278102.824
ORD1,ORD,2020-01-15 17:00,1257753.689
ORD1,ORD,2020-01-15 18:00,1335086.953
ORD1,ORD,2020-01-15 19:00,1343547.293
ORD1,ORD,2020-01-15 20:00,1277445.545
ORD1,ORD,2020-01-15 21:00,1155602.105
ORD1,ORD,2020-01-15 22:00,1030409.777
ORD1,ORD,2020-01-15 23:00,936016.7866
ORD1,ORD,2020-01-16 0:00,850598.3845
ORD1,ORD,2020-01-16 1:00,818144.3579
ORD1,ORD,2020-01-16 2:00,797627.5069
ORD1,ORD,2020-01-16 3:00,797099.3659
ORD1,ORD,2020-01-16 4:00,853118.1354
ORD1,ORD,2020-01-16 5:00,980575.8669
ORD1,ORD,2020-01-16 6:00,1066643.024
ORD1,ORD,2020-01-16 7:00,1135014.471
ORD1,ORD,2020-01-16 8:00,1192197.67
ORD1,ORD,2020-01-16 9:00,1244562.374
ORD1,ORD,2020-01-16 10:00,1303247.653
ORD1,ORD,2020-01-16 11:00,1335585.311
ORD1,ORD,2020-01-16 12:00,1330913.753
ORD1,ORD,2020-01-16 13:00,1304041.661
ORD1,ORD,2020-01-16 14:00,1314586.952
ORD1,ORD,2020-01-16 15:00,1309903.036
ORD1,ORD,2020-01-16 16:00,1290804.127
ORD1,ORD,2020-01-16 17:00,1262958.524
ORD1,ORD,2020-01-16 18:00,1324605.717
ORD1,ORD,2020-01-16 19:00,1331284.138
ORD1,ORD,2020-01-16 20:00,1267827.554
ORD1,ORD,2020-01-16 21:00,1149548.047
ORD1,ORD,2020-01-16 22:00,1026513.466
ORD1,ORD,2020-01-16 23:00,929780.6289
ORD1,ORD,2020-01-17 0:00,850241.9241
ORD1,ORD,2020-01-17 1:00,814793.805
ORD1,ORD,2020-01-17 2:00,794974.3664
ORD1,ORD,2020-01-17 3:00,770993.774
ORD1,ORD,2020-01-17 4:00,857346.359
ORD1,ORD,2020-01-17 5:00,983473.3709
ORD1,ORD,2020-01-17 6:00,1053403.126
ORD1,ORD,2020-01-17 7:00,1131453.855
ORD1,ORD,2020-01-17 8:00,1191631.972
ORD1,ORD,2020-01-17 9:00,1234638.213
ORD1,ORD,2020-01-17 10:00,1297596.999
ORD1,ORD,2020-01-17 11:00,1334095.546
ORD1,ORD,2020-01-17 12:00,1348136.773
ORD1,ORD,2020-01-17 13:00,1309855.365
ORD1,ORD,2020-01-17 14:00,1312170.305
ORD1,ORD,2020-01-17 15:00,1312085.873
ORD1,ORD,2020-01-17 16:00,1301272.753
ORD1,ORD,2020-01-17 17:00,1274132.768
ORD1,ORD,2020-01-17 18:00,1339689.043
ORD1,ORD,2020-01-17 19:00,1339913.875
ORD1,ORD,2020-01-17 20:00,1271332.598
ORD1,ORD,2020-01-17 21:00,1156597.956
ORD1,ORD,2020-01-17 22:00,1031807.702
ORD1,ORD,2020-01-17 23:00,933676.2631
ORD1,SAB,2020-01-18 0:00,927072.3129
ORD1,SAB,2020-01-18 1:00,890474.8988
ORD1,SAB,2020-01-18 2:00,870293.4406
ORD1,SAB,2020-01-18 3:00,873032.8625
ORD1,SAB,2020-01-18 4:00,908833.6236
ORD1,SAB,2020-01-18 5:00,961331.5976
ORD1,SAB,2020-01-18 6:00,1021737.371
ORD1,SAB,2020-01-18 7:00,1109077.047
ORD1,SAB,2020-01-18 8:00,1189374.672
ORD1,SAB,2020-01-18 9:00,1244134.575
ORD1,SAB,2020-01-18 10:00,1295860.697
ORD1,SAB,2020-01-18 11:00,1323735.213
ORD1,SAB,2020-01-18 12:00,1313893.762
ORD1,SAB,2020-01-18 13:00,1266888.668
ORD1,SAB,2020-01-18 14:00,1226476.174
ORD1,SAB,2020-01-18 15:00,1204177.542
ORD1,SAB,2020-01-18 16:00,1182609.799
ORD1,SAB,2020-01-18 17:00,1186213.368
ORD1,SAB,2020-01-18 18:00,1277052.71
ORD1,SAB,2020-01-18 19:00,1286519.196
ORD1,SAB,2020-01-18 20:00,1225547.547
ORD1,SAB,2020-01-18 21:00,1125391.835
ORD1,SAB,2020-01-18 22:00,1018806.1
ORD1,SAB,2020-01-18 23:00,927949.6338
ORD1,DOM,2020-01-19 0:00,890734.3541
ORD1,DOM,2020-01-19 1:00,844516.8871
ORD1,DOM,2020-01-19 2:00,815529.6607
ORD1,DOM,2020-01-19 3:00,801831.9627
ORD1,DOM,2020-01-19 4:00,809914.2768
ORD1,DOM,2020-01-19 5:00,819907.4166
ORD1,DOM,2020-01-19 6:00,824361.4261
ORD1,DOM,2020-01-19 7:00,903640.0511
ORD1,DOM,2020-01-19 8:00,974067.9795
ORD1,DOM,2020-01-19 9:00,1034234.002
ORD1,DOM,2020-01-19 10:00,1077941.15
ORD1,DOM,2020-01-19 11:00,1110595.192
ORD1,DOM,2020-01-19 12:00,1128122.308
ORD1,DOM,2020-01-19 13:00,1110482.266
ORD1,DOM,2020-01-19 14:00,1085272.122
ORD1,DOM,2020-01-19 15:00,1063778.39
ORD1,DOM,2020-01-19 16:00,1041095.293
ORD1,DOM,2020-01-19 17:00,1053452.218
ORD1,DOM,2020-01-19 18:00,1161283.197
ORD1,DOM,2020-01-19 19:00,1187305.21
ORD1,DOM,2020-01-19 20:00,1149207.645
ORD1,DOM,2020-01-19 21:00,1081248.406
ORD1,DOM,2020-01-19 22:00,993311.1128
ORD1,DOM,2020-01-19 23:00,919885.4709
ORD1,ORD,2020-01-20 0:00,851253.8617
ORD1,ORD,2020-01-20 1:00,820640.5839
ORD1,ORD,2020-01-20 2:00,808193.4158
ORD1,ORD,2020-01-20 3:00,816275.5307
ORD1,ORD,2020-01-20 4:00,862434.3896
ORD1,ORD,2020-01-20 5:00,982077.8848
ORD1,ORD,2020-01-20 6:00,1059161.007
ORD1,ORD,2020-01-20 7:00,1143480.42
ORD1,ORD,2020-01-20 8:00,1210975.069
ORD1,ORD,2020-01-20 9:00,1239699.538
ORD1,ORD,2020-01-20 10:00,1300740.771
ORD1,ORD,2020-01-20 11:00,1336746.906
ORD1,ORD,2020-01-20 12:00,1319156.242
ORD1,ORD,2020-01-20 13:00,1285613.437
ORD1,ORD,2020-01-20 14:00,1298310.588
ORD1,ORD,2020-01-20 15:00,1304175.124
ORD1,ORD,2020-01-20 16:00,1286104.07
ORD1,ORD,2020-01-20 17:00,1248834.941
ORD1,ORD,2020-01-20 18:00,1328023.151
ORD1,ORD,2020-01-20 19:00,1343041.943
ORD1,ORD,2020-01-20 20:00,1279000.728
ORD1,ORD,2020-01-20 21:00,1158999.685
ORD1,ORD,2020-01-20 22:00,1034021.817
ORD1,ORD,2020-01-20 23:00,943640.812
ORD1,ORD,2020-01-21 0:00,857862.5343
ORD1,ORD,2020-01-21 1:00,811006.2477
ORD1,ORD,2020-01-21 2:00,799860.9273
ORD1,ORD,2020-01-21 3:00,794771.619
ORD1,ORD,2020-01-21 4:00,871886.3631
ORD1,ORD,2020-01-21 5:00,990743.435
ORD1,ORD,2020-01-21 6:00,1073224.841
ORD1,ORD,2020-01-21 7:00,1146546.604
ORD1,ORD,2020-01-21 8:00,1206853.337
ORD1,ORD,2020-01-21 9:00,1254668.282
ORD1,ORD,2020-01-21 10:00,1312555.351
ORD1,ORD,2020-01-21 11:00,1343878.729
ORD1,ORD,2020-01-21 12:00,1328704.002
ORD1,ORD,2020-01-21 13:00,1308107.778
ORD1,ORD,2020-01-21 14:00,1315121.974
ORD1,ORD,2020-01-21 15:00,1309166.401
ORD1,ORD,2020-01-21 16:00,1282660.321
ORD1,ORD,2020-01-21 17:00,1272162.215
ORD1,ORD,2020-01-21 18:00,1355331.347
ORD1,ORD,2020-01-21 19:00,1342934.722
ORD1,ORD,2020-01-21 20:00,1284892.802
ORD1,ORD,2020-01-21 21:00,1171289.504
ORD1,ORD,2020-01-21 22:00,1044602.792
ORD1,ORD,2020-01-21 23:00,950499.1569
ORD1,ORD,2020-01-22 0:00,869979.7838
ORD1,ORD,2020-01-22 1:00,835859.6627
ORD1,ORD,2020-01-22 2:00,816683.1213
ORD1,ORD,2020-01-22 3:00,824094.212
ORD1,ORD,2020-01-22 4:00,881504.1389
ORD1,ORD,2020-01-22 5:00,992569.4302
ORD1,ORD,2020-01-22 6:00,1076343.799
ORD1,ORD,2020-01-22 7:00,1149263.079
ORD1,ORD,2020-01-22 8:00,1210787.914
ORD1,ORD,2020-01-22 9:00,1257181.719
ORD1,ORD,2020-01-22 10:00,1310856.587
ORD1,ORD,2020-01-22 11:00,1340700.508
ORD1,ORD,2020-01-22 12:00,1332103.295
ORD1,ORD,2020-01-22 13:00,1318152.95
ORD1,ORD,2020-01-22 14:00,1325005.449
ORD1,ORD,2020-01-22 15:00,1319263.998
ORD1,ORD,2020-01-22 16:00,1294669.719
ORD1,ORD,2020-01-22 17:00,1275798.495
ORD1,ORD,2020-01-22 18:00,1351951.483
ORD1,ORD,2020-01-22 19:00,1363928.259
ORD1,ORD,2020-01-22 20:00,1299829.289
ORD1,ORD,2020-01-22 21:00,1183707.919
ORD1,ORD,2020-01-22 22:00,1056218.416
ORD1,ORD,2020-01-22 23:00,966946.6318
ORD1,ORD,2020-01-23 0:00,886706.3578
ORD1,ORD,2020-01-23 1:00,849574.4759
ORD1,ORD,2020-01-23 2:00,829322.6183
ORD1,ORD,2020-01-23 3:00,835519.1209
ORD1,ORD,2020-01-23 4:00,896673.6329
ORD1,ORD,2020-01-23 5:00,1009248.834
ORD1,ORD,2020-01-23 6:00,1087793.633
ORD1,ORD,2020-01-23 7:00,1159789.305
ORD1,ORD,2020-01-23 8:00,1220394.459
ORD1,ORD,2020-01-23 9:00,1267009.178
ORD1,ORD,2020-01-23 10:00,1324938.8
ORD1,ORD,2020-01-23 11:00,1358239.085
ORD1,ORD,2020-01-23 12:00,1349338.668
ORD1,ORD,2020-01-23 13:00,1339807.34
ORD1,ORD,2020-01-23 14:00,1341318.684
ORD1,ORD,2020-01-23 15:00,1334465.466
ORD1,ORD,2020-01-23 16:00,1305065.024
ORD1,ORD,2020-01-23 17:00,1284643.785
ORD1,ORD,2020-01-23 18:00,1366693.923
ORD1,ORD,2020-01-23 19:00,1386254.275
ORD1,ORD,2020-01-23 20:00,1330641.631
ORD1,ORD,2020-01-23 21:00,1191324.552
ORD1,ORD,2020-01-23 22:00,1068267.356
ORD1,ORD,2020-01-23 23:00,973100.0892
ORD1,ORD,2020-01-24 0:00,892437.7375
ORD1,ORD,2020-01-24 1:00,852315.8994
ORD1,ORD,2020-01-24 2:00,824940.643
ORD1,ORD,2020-01-24 3:00,831200.8409
ORD1,ORD,2020-01-24 4:00,902026.393
ORD1,ORD,2020-01-24 5:00,1020333.224
ORD1,ORD,2020-01-24 6:00,1094064.119
ORD1,ORD,2020-01-24 7:00,1169717.505
ORD1,ORD,2020-01-24 8:00,1225936.632
ORD1,ORD,2020-01-24 9:00,1274111.237
ORD1,ORD,2020-01-24 10:00,1332892.981
ORD1,ORD,2020-01-24 11:00,1368736.31
ORD1,ORD,2020-01-24 12:00,1355716.194
ORD1,ORD,2020-01-24 13:00,1337413.246
ORD1,ORD,2020-01-24 14:00,1337914.022
ORD1,ORD,2020-01-24 15:00,1334983.896
ORD1,ORD,2020-01-24 16:00,1309548.586
ORD1,ORD,2020-01-24 17:00,1296603.128
ORD1,ORD,2020-01-24 18:00,1391641.585
ORD1,ORD,2020-01-24 19:00,1380380.489
ORD1,ORD,2020-01-24 20:00,1306384.791
ORD1,ORD,2020-01-24 21:00,1187640.47
ORD1,ORD,2020-01-24 22:00,1060104.444
ORD1,ORD,2020-01-24 23:00,966221.594
ORD1,SAB,2020-01-25 0:00,911330.1632
ORD1,SAB,2020-01-25 1:00,873590.3041
ORD1,SAB,2020-01-25 2:00,852740.8445
ORD1,SAB,2020-01-25 3:00,855271.1395
ORD1,SAB,2020-01-25 4:00,891356.4169
ORD1,SAB,2020-01-25 5:00,944594.7154
ORD1,SAB,2020-01-25 6:00,1006209.014
ORD1,SAB,2020-01-25 7:00,1095166.58
ORD1,SAB,2020-01-25 8:00,1177483.944
ORD1,SAB,2020-01-25 9:00,1234589.131
ORD1,SAB,2020-01-25 10:00,1288963.104
ORD1,SAB,2020-01-25 11:00,1319699.455
ORD1,SAB,2020-01-25 12:00,1312901.113
ORD1,SAB,2020-01-25 13:00,1269025.615
ORD1,SAB,2020-01-25 14:00,1231793
ORD1,SAB,2020-01-25 15:00,1212629.74
ORD1,SAB,2020-01-25 16:00,1194119.169
ORD1,SAB,2020-01-25 17:00,1200612.576
ORD1,SAB,2020-01-25 18:00,1294148.434
ORD1,SAB,2020-01-25 19:00,1306039.254
ORD1,SAB,2020-01-25 20:00,1247205.464
ORD1,SAB,2020-01-25 21:00,1148835.851
ORD1,SAB,2020-01-25 22:00,1043684.449
ORD1,SAB,2020-01-25 23:00,953860.7311
ORD1,DOM,2020-01-26 0:00,877259.4761
ORD1,DOM,2020-01-26 1:00,835901.656
ORD1,DOM,2020-01-26 2:00,808111.0635
ORD1,DOM,2020-01-26 3:00,797785.8791
ORD1,DOM,2020-01-26 4:00,805469.0242
ORD1,DOM,2020-01-26 5:00,812203.2765
ORD1,DOM,2020-01-26 6:00,820597.4401
ORD1,DOM,2020-01-26 7:00,904044.9025
ORD1,DOM,2020-01-26 8:00,969306.2614
ORD1,DOM,2020-01-26 9:00,1026035.356
ORD1,DOM,2020-01-26 10:00,1067903.722
ORD1,DOM,2020-01-26 11:00,1104161.107
ORD1,DOM,2020-01-26 12:00,1115001.554
ORD1,DOM,2020-01-26 13:00,1095670.034
ORD1,DOM,2020-01-26 14:00,1081451.355
ORD1,DOM,2020-01-26 15:00,1056593.647
ORD1,DOM,2020-01-26 16:00,1034935.373
ORD1,DOM,2020-01-26 17:00,1050001.785
ORD1,DOM,2020-01-26 18:00,1150721.231
ORD1,DOM,2020-01-26 19:00,1184136.273
ORD1,DOM,2020-01-26 20:00,1145040.508
ORD1,DOM,2020-01-26 21:00,1076888.171
ORD1,DOM,2020-01-26 22:00,992763.1261
ORD1,DOM,2020-01-26 23:00,917724.0925
